split,track_id,count
blind_a,7ce1ed9d-5ec8-4584-aa71-5a67db2781ea,2
blind_a,ef5bc36d-ea99-4246-beea-a7b5a5f866d4,2
blind_a,008db103-8bdc-4674-b992-19575aa23ea6,1
blind_a,026092d9-76d5-4cc0-ae9d-1c8c51710e04,1
blind_a,03298a4c-c20c-49a9-8bce-ccb571fe198f,1
blind_a,03701bdd-7aa7-4d6b-b452-f5b5e35fd1e4,1
blind_a,03e2e1a0-222a-4b30-993f-883d1cb88226,1
blind_a,04451621-ccc4-48bb-96da-b1f6e5d526d3,1
blind_a,050f591a-035c-41db-bd51-57839f635705,1
blind_a,061762b6-9438-4e71-9872-2aaddeb5019a,1
blind_a,06270b68-9570-44b9-b0bf-ed4f2b30179a,1
blind_a,07616e96-7b98-4a43-b4d5-1f03a27f271b,1
blind_a,08436a25-cc00-4d8b-bc11-a4dc79faf6e0,1
blind_a,08ca49f3-6e1b-426e-b12f-9f39fa20a6c4,1
blind_a,0aaee03e-7294-45b3-863b-8abe357070d0,1
blind_a,10196b1e-a490-49b5-9dd9-3a6f52d27409,1
blind_a,10a4eb6f-2914-4798-bdef-14360ae154d7,1
blind_a,11884c8d-6de6-4820-bfe5-dd1a457f90a8,1
blind_a,1395fac2-9498-4ae4-95ab-b5b5cdf5fe10,1
blind_a,15211c5a-fdd2-4340-9038-9d06d4d3d987,1
blind_a,1599aa9f-09d3-4ef4-8079-2cccb1d73423,1
blind_a,15e27871-dfc8-420a-b0bb-52af24dfa691,1
blind_a,167af39c-123a-4fb9-88c5-c78c8b7a3a81,1
blind_a,1e20b21e-75b3-4d96-9cc4-093333627ccc,1
blind_a,1e52fdac-0bf8-4892-b86a-448084eab5a1,1
blind_a,200141fb-39ab-443a-86a1-f6a6b771fb93,1
blind_a,2194a589-aeb4-4a82-be8c-23f3887b3613,1
blind_a,21f85cf6-8e88-421e-a032-d55335271e86,1
blind_a,2341d699-9757-43f8-b589-f5259bbc3368,1
blind_a,23b4451e-2539-4fdf-a1f8-47636bc5eed3,1
blind_a,2456ac67-03db-4897-a976-e0e6c8d99b47,1
blind_a,26b0d8a5-e968-49c7-9feb-c31e7bd908a8,1
blind_a,28464be8-860b-497e-9048-9a8432ec4524,1
blind_a,29757863-a454-480f-a6b2-588658f96ed9,1
blind_a,2c998fa6-fbf5-4dfa-b7d3-5eda491a519b,1
blind_a,2e04b932-0f81-4662-b379-fddeae8aa372,1
blind_a,2e4445d2-f0bd-4d77-bfc3-1396ae47d495,1
blind_a,311af67e-25dc-4cc3-b6b3-cf7e545dcfd0,1
blind_a,31e0fcf9-f54a-41f8-bb58-1659c1f879fa,1
blind_a,35ae409b-f25b-4705-adfd-c9b100097206,1
blind_a,35b1f359-863f-4edf-8f58-3fd9f067118e,1
blind_a,36475e05-b9ac-417f-935d-5f493dee2cb7,1
blind_a,3908be19-2209-4fb5-b5a8-ea7dddaf01c2,1
blind_a,3ba27d4d-831e-4d6d-8be4-e8453c0dd299,1
blind_a,3bfe564c-2c4f-4189-aa2e-bea09327f78b,1
blind_a,3c07d728-042e-43f4-9ba2-e693e4e7a199,1
blind_a,3c3b494c-e6d5-4c0a-a96b-fd3c7db1e63c,1
blind_a,3edfecaf-107e-4608-8991-72b552d94b32,1
blind_a,3ee683ea-65c1-4559-bdc8-d4f5122a7621,1
blind_a,3fe50b3c-6817-4c24-8662-28e194c3aa35,1
blind_a,40d6f73f-1170-4f36-8658-997e37fcf123,1
blind_a,427a4c90-7ec6-452f-a8e7-8e6902383019,1
blind_a,42a5382f-943b-40bb-a1cd-c96c0736090d,1
blind_a,4449578b-c495-449f-b052-3ed423f0efda,1
blind_a,44c48e75-a540-4ae4-866e-b032bec8ffed,1
