split,column,norm
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0398915633559227
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.027200758457183838
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0477830246090889
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.030611664056777954
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.04377206042408943
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.037352535873651505
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.09262226521968842
test_cold,cf-bpr,0.07098840922117233
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.03378692641854286
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.043203119188547134
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.09158133715391159
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.13184088468551636
test_cold,cf-bpr,0.02646547183394432
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.04104658216238022
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.03648999333381653
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.030148983001708984
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.04425692558288574
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.042570412158966064
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.04143577441573143
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.043249551206827164
test_cold,cf-bpr,0.029922613874077797
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.031074943020939827
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.08966074138879776
test_cold,cf-bpr,0.03233011066913605
test_cold,cf-bpr,0.0
test_cold,cf-bpr,0.02965681627392769
test_cold,cf-bpr,0.0
test_warm,cf-bpr,0.06317126005887985
test_warm,cf-bpr,0.07641936093568802
test_warm,cf-bpr,0.07733796536922455
test_warm,cf-bpr,0.05729808658361435
test_warm,cf-bpr,0.06655791401863098
test_warm,cf-bpr,0.055178314447402954
test_warm,cf-bpr,0.04992859065532684
test_warm,cf-bpr,0.05824592337012291
test_warm,cf-bpr,0.06293319910764694
test_warm,cf-bpr,0.046910613775253296
test_warm,cf-bpr,0.05604282021522522
test_warm,cf-bpr,0.04211648181080818
test_warm,cf-bpr,0.08268970996141434
test_warm,cf-bpr,0.041397348046302795
test_warm,cf-bpr,0.04015037417411804
test_warm,cf-bpr,0.06899362802505493
test_warm,cf-bpr,0.07575678825378418
test_warm,cf-bpr,0.07794101536273956
test_warm,cf-bpr,0.05697546899318695
test_warm,cf-bpr,0.06832094490528107
test_warm,cf-bpr,0.049818556755781174
test_warm,cf-bpr,0.06987165659666061
test_warm,cf-bpr,0.04593281447887421
test_warm,cf-bpr,0.05826745182275772
test_warm,cf-bpr,0.06567346304655075
test_warm,cf-bpr,0.054451026022434235
test_warm,cf-bpr,0.07034116238355637
test_warm,cf-bpr,0.03601643443107605
test_warm,cf-bpr,0.07989771664142609
test_warm,cf-bpr,0.18381500244140625
test_warm,cf-bpr,0.08537786453962326
test_warm,cf-bpr,0.10732516646385193
test_warm,cf-bpr,0.08425465226173401
test_warm,cf-bpr,0.04952015355229378
test_warm,cf-bpr,0.07099101692438126
test_warm,cf-bpr,0.03819996491074562
test_warm,cf-bpr,0.13647589087486267
test_warm,cf-bpr,0.05450199916958809
test_warm,cf-bpr,0.04614010080695152
test_warm,cf-bpr,0.07855097949504852
test_warm,cf-bpr,0.05497860535979271
test_warm,cf-bpr,0.06795405596494675
test_warm,cf-bpr,0.06041465327143669
test_warm,cf-bpr,0.09576818346977234
test_warm,cf-bpr,0.06433550268411636
test_warm,cf-bpr,0.06923481822013855
test_warm,cf-bpr,0.04821733757853508
test_warm,cf-bpr,0.08568330854177475
test_warm,cf-bpr,0.073745958507061
test_warm,cf-bpr,0.07372459024190903
test_warm,cf-bpr,0.10705586522817612
test_warm,cf-bpr,0.057933539152145386
test_warm,cf-bpr,0.07909233123064041
test_warm,cf-bpr,0.026113416999578476
test_warm,cf-bpr,0.041842930018901825
test_warm,cf-bpr,0.06908989697694778
test_warm,cf-bpr,0.03723924234509468
test_warm,cf-bpr,0.05726171284914017
test_warm,cf-bpr,0.06707311421632767
test_warm,cf-bpr,0.10430342704057693
test_warm,cf-bpr,0.10824004560709
test_warm,cf-bpr,0.06505114585161209
test_warm,cf-bpr,0.04427853971719742
test_warm,cf-bpr,0.06260186433792114
test_warm,cf-bpr,0.038994841277599335
test_warm,cf-bpr,0.10322197526693344
test_warm,cf-bpr,0.04409201815724373
test_warm,cf-bpr,0.0777086541056633
test_warm,cf-bpr,0.07115687429904938
test_warm,cf-bpr,0.05822997912764549
test_warm,cf-bpr,0.10557302832603455
test_warm,cf-bpr,0.07569549232721329
test_warm,cf-bpr,0.05244658514857292
test_warm,cf-bpr,0.08595486730337143
test_warm,cf-bpr,0.12711918354034424
test_warm,cf-bpr,0.0697672888636589
test_warm,cf-bpr,0.08696319162845612
test_warm,cf-bpr,0.06338448822498322
test_warm,cf-bpr,0.060102932155132294
test_warm,cf-bpr,0.03783281892538071
test_warm,cf-bpr,0.09348347038030624
test_warm,cf-bpr,0.0736570954322815
test_warm,cf-bpr,0.05517333000898361
test_warm,cf-bpr,0.08834189176559448
test_warm,cf-bpr,0.08641503006219864
test_warm,cf-bpr,0.05584852397441864
test_warm,cf-bpr,0.046580277383327484
test_warm,cf-bpr,0.09563744813203812
test_warm,cf-bpr,0.08476421236991882
test_warm,cf-bpr,0.05400257557630539
test_warm,cf-bpr,0.041431330144405365
test_warm,cf-bpr,0.038961011916399
test_warm,cf-bpr,0.09406469762325287
test_warm,cf-bpr,0.053541526198387146
test_warm,cf-bpr,0.05011411011219025
test_warm,cf-bpr,0.056382376700639725
test_warm,cf-bpr,0.038897257298231125
test_warm,cf-bpr,0.07804207503795624
test_warm,cf-bpr,0.04884881153702736
test_warm,cf-bpr,0.05797208845615387
test_warm,cf-bpr,0.12096243351697922
test_warm,cf-bpr,0.07585248351097107
test_warm,cf-bpr,0.09571370482444763
test_warm,cf-bpr,0.09877283871173859
test_warm,cf-bpr,0.1216583400964737
test_warm,cf-bpr,0.11986299604177475
test_warm,cf-bpr,0.06638076901435852
test_warm,cf-bpr,0.0925256609916687
test_warm,cf-bpr,0.09092898666858673
test_warm,cf-bpr,0.043833278119564056
test_warm,cf-bpr,0.062138356268405914
test_warm,cf-bpr,0.03522312268614769
test_warm,cf-bpr,0.05207309126853943
test_warm,cf-bpr,0.04405374079942703
test_warm,cf-bpr,0.04037705063819885
test_warm,cf-bpr,0.0639471709728241
test_warm,cf-bpr,0.07653531432151794
test_warm,cf-bpr,0.0537341944873333
test_warm,cf-bpr,0.05891226604580879
test_warm,cf-bpr,0.050887517631053925
test_warm,cf-bpr,0.040900807827711105
test_warm,cf-bpr,0.07321765273809433
test_warm,cf-bpr,0.09281252324581146
test_warm,cf-bpr,0.07274382561445236
test_warm,cf-bpr,0.06226997822523117
test_warm,cf-bpr,0.06858512759208679
test_warm,cf-bpr,0.07331933826208115
test_warm,cf-bpr,0.06229574978351593
test_warm,cf-bpr,0.09441376477479935
test_warm,cf-bpr,0.06903301179409027
test_warm,cf-bpr,0.061638861894607544
test_warm,cf-bpr,0.09265781939029694
test_warm,cf-bpr,0.06740476191043854
test_warm,cf-bpr,0.036704789847135544
test_warm,cf-bpr,0.07767578214406967
test_warm,cf-bpr,0.03140678256750107
test_warm,cf-bpr,0.03232600912451744
test_warm,cf-bpr,0.09545159339904785
test_warm,cf-bpr,0.06914953887462616
test_warm,cf-bpr,0.10109841078519821
test_warm,cf-bpr,0.05379924923181534
test_warm,cf-bpr,0.05421113967895508
test_warm,cf-bpr,0.06921330839395523
test_warm,cf-bpr,0.0586622916162014
test_warm,cf-bpr,0.0473087914288044
test_warm,cf-bpr,0.07464654743671417
test_warm,cf-bpr,0.02850211039185524
test_warm,cf-bpr,0.08089381456375122
test_warm,cf-bpr,0.0760059580206871
test_warm,cf-bpr,0.04260673001408577
test_warm,cf-bpr,0.04672018066048622
test_warm,cf-bpr,0.06964940577745438
test_warm,cf-bpr,0.052618399262428284
test_warm,cf-bpr,0.04136493802070618
test_warm,cf-bpr,0.060933906584978104
test_warm,cf-bpr,0.05092234164476395
test_warm,cf-bpr,0.07690075784921646
test_warm,cf-bpr,0.05541567876935005
test_warm,cf-bpr,0.08268775045871735
test_warm,cf-bpr,0.07850644737482071
test_warm,cf-bpr,0.05337073653936386
test_warm,cf-bpr,0.08249291777610779
test_warm,cf-bpr,0.07186576724052429
test_warm,cf-bpr,0.06924751400947571
test_warm,cf-bpr,0.07187864184379578
test_warm,cf-bpr,0.0721295103430748
test_warm,cf-bpr,0.17816342413425446
test_warm,cf-bpr,0.0695730671286583
test_warm,cf-bpr,0.07475986331701279
test_warm,cf-bpr,0.06679598242044449
test_warm,cf-bpr,0.07493962347507477
test_warm,cf-bpr,0.053146716207265854
test_warm,cf-bpr,0.08917579054832458
test_warm,cf-bpr,0.07595302909612656
test_warm,cf-bpr,0.046513330191373825
test_warm,cf-bpr,0.04091992229223251
test_warm,cf-bpr,0.06847802549600601
test_warm,cf-bpr,0.06106157228350639
test_warm,cf-bpr,0.08210141956806183
test_warm,cf-bpr,0.09085069596767426
test_warm,cf-bpr,0.059075575321912766
test_warm,cf-bpr,0.06338319927453995
test_warm,cf-bpr,0.06796326488256454
test_warm,cf-bpr,0.041790496557950974
test_warm,cf-bpr,0.12662294507026672
test_warm,cf-bpr,0.11547190696001053
test_warm,cf-bpr,0.035490866750478745
test_warm,cf-bpr,0.2080725133419037
test_warm,cf-bpr,0.08363168686628342
test_warm,cf-bpr,0.05852546542882919
test_warm,cf-bpr,0.07003483176231384
test_warm,cf-bpr,0.07662680000066757
test_warm,cf-bpr,0.06635791808366776
test_warm,cf-bpr,0.05567978695034981
test_warm,cf-bpr,0.035156503319740295
test_warm,cf-bpr,0.043079715222120285
test_warm,cf-bpr,0.07556811720132828
test_warm,cf-bpr,0.04949721321463585
test_warm,cf-bpr,0.08813899755477905
test_warm,cf-bpr,0.08669515699148178
test_warm,cf-bpr,0.1003427729010582
test_warm,cf-bpr,0.057341136038303375
test_warm,cf-bpr,0.07454057037830353
test_warm,cf-bpr,0.06270391494035721
test_warm,cf-bpr,0.046904806047677994
test_warm,cf-bpr,0.19544397294521332
test_warm,cf-bpr,0.03081769309937954
test_warm,cf-bpr,0.039578989148139954
test_warm,cf-bpr,0.0471097007393837
test_warm,cf-bpr,0.040353648364543915
test_warm,cf-bpr,0.05161288380622864
test_warm,cf-bpr,0.04458589106798172
test_warm,cf-bpr,0.060459937900304794
test_warm,cf-bpr,0.0876900777220726
test_warm,cf-bpr,0.0630079135298729
test_warm,cf-bpr,0.06696657836437225
test_warm,cf-bpr,0.08720950037240982
test_warm,cf-bpr,0.060223791748285294
test_warm,cf-bpr,0.04347589612007141
test_warm,cf-bpr,0.0467706173658371
test_warm,cf-bpr,0.0639810562133789
test_warm,cf-bpr,0.055678680539131165
test_warm,cf-bpr,0.08991453051567078
test_warm,cf-bpr,0.07882998138666153
test_warm,cf-bpr,0.055588725954294205
test_warm,cf-bpr,0.05010761320590973
test_warm,cf-bpr,0.044720567762851715
test_warm,cf-bpr,0.05786719545722008
test_warm,cf-bpr,0.044903714209795
test_warm,cf-bpr,0.07174589484930038
test_warm,cf-bpr,0.0795021653175354
test_warm,cf-bpr,0.07012897729873657
test_warm,cf-bpr,0.06413726508617401
test_warm,cf-bpr,0.08721921592950821
test_warm,cf-bpr,0.05103638768196106
test_warm,cf-bpr,0.08605217188596725
test_warm,cf-bpr,0.0554371178150177
test_warm,cf-bpr,0.09237223863601685
test_warm,cf-bpr,0.045685701072216034
test_warm,cf-bpr,0.07861930876970291
test_warm,cf-bpr,0.052580613642930984
test_warm,cf-bpr,0.06891671568155289
test_warm,cf-bpr,0.05044283717870712
test_warm,cf-bpr,0.11945711076259613
test_warm,cf-bpr,0.05296307057142258
test_warm,cf-bpr,0.07470710575580597
test_warm,cf-bpr,0.10169033706188202
test_warm,cf-bpr,0.07159342616796494
test_warm,cf-bpr,0.09003940224647522
test_warm,cf-bpr,0.048005539923906326
test_warm,cf-bpr,0.09429613500833511
test_warm,cf-bpr,0.0696370005607605
test_warm,cf-bpr,0.06369644403457642
test_warm,cf-bpr,0.1279696822166443
test_warm,cf-bpr,0.09603563696146011
test_warm,cf-bpr,0.07122721523046494
test_warm,cf-bpr,0.07422591745853424
test_warm,cf-bpr,0.08965561538934708
test_warm,cf-bpr,0.09092702716588974
test_warm,cf-bpr,0.0347713939845562
test_warm,cf-bpr,0.055897172540426254
test_warm,cf-bpr,0.061334412544965744
test_warm,cf-bpr,0.06338644027709961
test_warm,cf-bpr,0.05053369328379631
test_warm,cf-bpr,0.03535769507288933
test_warm,cf-bpr,0.04202456399798393
test_warm,cf-bpr,0.12046099454164505
test_warm,cf-bpr,0.07598473876714706
test_warm,cf-bpr,0.05239637941122055
test_warm,cf-bpr,0.06596910953521729
test_warm,cf-bpr,0.07010351866483688
test_warm,cf-bpr,0.06898673623800278
test_warm,cf-bpr,0.04843178763985634
test_warm,cf-bpr,0.06423445791006088
test_warm,cf-bpr,0.07082285732030869
test_warm,cf-bpr,0.06522072106599808
test_warm,cf-bpr,0.08140067756175995
test_warm,cf-bpr,0.032230716198682785
test_warm,cf-bpr,0.052048228681087494
test_warm,cf-bpr,0.0847625657916069
test_warm,cf-bpr,0.05310579761862755
test_warm,cf-bpr,0.07332602888345718
test_warm,cf-bpr,0.037139102816581726
test_warm,cf-bpr,0.07546830922365189
test_warm,cf-bpr,0.08398684114217758
test_warm,cf-bpr,0.05394446849822998
test_warm,cf-bpr,0.05646352469921112
test_warm,cf-bpr,0.05293792858719826
test_warm,cf-bpr,0.05143965408205986
test_warm,cf-bpr,0.057330381125211716
test_warm,cf-bpr,0.0830325111746788
test_warm,cf-bpr,0.04710705205798149
test_warm,cf-bpr,0.0388927198946476
test_warm,cf-bpr,0.1540098488330841
test_warm,cf-bpr,0.04081124812364578
test_warm,cf-bpr,0.052690133452415466
test_warm,cf-bpr,0.054189421236515045
test_warm,cf-bpr,0.09517427533864975
test_warm,cf-bpr,0.07398466765880585
test_warm,cf-bpr,0.08638286590576172
test_warm,cf-bpr,0.06366714090108871
test_warm,cf-bpr,0.03877425566315651
test_warm,cf-bpr,0.10351886600255966
test_warm,cf-bpr,0.07527192682027817
test_warm,cf-bpr,0.02895824983716011
test_warm,cf-bpr,0.05644703283905983
test_warm,cf-bpr,0.045045528560876846
test_warm,cf-bpr,0.06061805412173271
test_warm,cf-bpr,0.05755433067679405
test_warm,cf-bpr,0.0937146246433258
test_warm,cf-bpr,0.04349235072731972
test_warm,cf-bpr,0.05284510925412178
test_warm,cf-bpr,0.10977146029472351
test_warm,cf-bpr,0.0643133819103241
test_warm,cf-bpr,0.06736616790294647
test_warm,cf-bpr,0.09921424090862274
test_warm,cf-bpr,0.0659826472401619
test_warm,cf-bpr,0.05191302299499512
test_warm,cf-bpr,0.10119806230068207
test_warm,cf-bpr,0.08361849933862686
test_warm,cf-bpr,0.0558944046497345
test_warm,cf-bpr,0.05086252838373184
test_warm,cf-bpr,0.07283863425254822
test_warm,cf-bpr,0.07207894325256348
test_warm,cf-bpr,0.07211269438266754
test_warm,cf-bpr,0.08820343762636185
test_warm,cf-bpr,0.10209158807992935
test_warm,cf-bpr,0.07063945382833481
test_warm,cf-bpr,0.06699658185243607
test_warm,cf-bpr,0.10241714119911194
test_warm,cf-bpr,0.056577712297439575
test_warm,cf-bpr,0.07676740735769272
test_warm,cf-bpr,0.04052678495645523
test_warm,cf-bpr,0.05179653689265251
test_warm,cf-bpr,0.0548822358250618
test_warm,cf-bpr,0.08733729273080826
test_warm,cf-bpr,0.048947013914585114
test_warm,cf-bpr,0.06761905550956726
test_warm,cf-bpr,0.042205844074487686
test_warm,cf-bpr,0.052213385701179504
test_warm,cf-bpr,0.07412956655025482
test_warm,cf-bpr,0.0558830089867115
test_warm,cf-bpr,0.06847380101680756
test_warm,cf-bpr,0.0479184128344059
test_warm,cf-bpr,0.05349690094590187
test_warm,cf-bpr,0.09382633119821548
test_warm,cf-bpr,0.0790480300784111
test_warm,cf-bpr,0.0749698206782341
test_warm,cf-bpr,0.042140424251556396
test_warm,cf-bpr,0.08211106806993484
test_warm,cf-bpr,0.047676678746938705
test_warm,cf-bpr,0.04180610924959183
test_warm,cf-bpr,0.09371908754110336
test_warm,cf-bpr,0.042894039303064346
test_warm,cf-bpr,0.06594425439834595
test_warm,cf-bpr,0.0731162279844284
test_warm,cf-bpr,0.03836789354681969
test_warm,cf-bpr,0.07531473785638809
test_warm,cf-bpr,0.03284534066915512
test_warm,cf-bpr,0.043655410408973694
test_warm,cf-bpr,0.057052794843912125
test_warm,cf-bpr,0.06701994687318802
test_warm,cf-bpr,0.05387696996331215
test_warm,cf-bpr,0.054301925003528595
test_warm,cf-bpr,0.04778659716248512
test_warm,cf-bpr,0.06949952244758606
test_warm,cf-bpr,0.03824744373559952
test_warm,cf-bpr,0.03008716180920601
test_warm,cf-bpr,0.05377197265625
test_warm,cf-bpr,0.0722455084323883
test_warm,cf-bpr,0.08521124720573425
train,cf-bpr,0.033194344490766525
train,cf-bpr,0.03289593383669853
train,cf-bpr,0.04702732712030411
train,cf-bpr,0.042314138263463974
train,cf-bpr,0.03944722190499306
train,cf-bpr,0.034522220492362976
train,cf-bpr,0.03834593668580055
train,cf-bpr,0.07367105036973953
train,cf-bpr,0.03492678329348564
train,cf-bpr,0.049673665314912796
train,cf-bpr,0.04039359465241432
train,cf-bpr,0.032043687999248505
train,cf-bpr,0.054080888628959656
train,cf-bpr,0.03471675515174866
train,cf-bpr,0.03913643956184387
train,cf-bpr,0.03217213228344917
train,cf-bpr,0.04374563694000244
train,cf-bpr,0.035078972578048706
train,cf-bpr,0.036343421787023544
train,cf-bpr,0.0732288509607315
train,cf-bpr,0.04592788964509964
train,cf-bpr,0.03531471639871597
train,cf-bpr,0.025480100885033607
train,cf-bpr,0.030292799696326256
train,cf-bpr,0.03570389002561569
train,cf-bpr,0.05634641647338867
train,cf-bpr,0.03981667757034302
train,cf-bpr,0.03278345987200737
train,cf-bpr,0.04157673567533493
